Message Name,User ID,Sequence Number,UL Latency,Processing Time,Total Latency,Delay Budget
Offloaded Data,130,1,6.181999007498,5.69642934314648,11.911999007498,100.0
Offloaded Data,91,1,4.004595751525153,5.71640534234648,9.764595751525153,100.0
Offloaded Data,2,1,4.263442019083114,5.68642934314648,9.983442019083116,100.0
Offloaded Data,3,1,3.9078538303462063,5.63642934314648,9.577853830346207,100.0
Offloaded Data,24,1,4.939117082987725,5.32642934314648,10.299117082987724,100.0
Offloaded Data,75,1,3.8099347729144406,5.24732407591819,9.11993477291444,100.0
Offloaded Data,86,1,4.500985845670424,5.62642934314648,10.160985845670425,100.0
Offloaded Data,127,1,8.510431192657462,5.46642934314648,14.010431192657462,100.0
Offloaded Data,138,1,5.499133386463665,5.71642934314648,11.249133386463665,100.0
Offloaded Data,39,1,5.244077906292327,5.7364293431464795,11.014077906292327,100.0
Offloaded Data,30,1,5.324796527206957,9.137324075918189,14.524796527206956,100.0
Offloaded Data,21,1,7.68870443657286,9.557324075918189,17.30870443657286,100.0
Offloaded Data,112,1,3.2168811622375117,9.47642934314648,12.726881162237511,100.0
Offloaded Data,113,1,5.917510715384657,9.12642934314648,15.077510715384658,100.0
Offloaded Data,134,1,2.6845273860896426,9.006405342346481,11.734527386089644,100.0
Offloaded Data,85,1,3.9061428642751426,8.717324075918189,12.686142864275142,100.0
Offloaded Data,36,1,2.9553241833750468,9.336405342346481,12.335324183375047,100.0
Offloaded Data,7,1,2.7266382452410363,9.367324075918189,12.156638245241036,100.0
Offloaded Data,78,1,2.339705299278618,9.19640534234648,11.579705299278618,100.0
Offloaded Data,79,1,3.0232133903011045,9.086405342346481,12.153213390301104,100.0
Offloaded Data,90,1,2.8959330560692838,12.647324075918188,15.605933056069283,100.0
Offloaded Data,41,1,4.092939344928663,13.15732407591819,17.31293934492866,100.0
Offloaded Data,32,1,3.320350484734574,13.07640534234648,16.440350484734573,100.0
Offloaded Data,43,1,4.244850447499805,12.41732407591819,16.724850447499804,100.0
Offloaded Data,4,1,3.8265502331747037,12.57732407591819,16.466550233174704,100.0
Offloaded Data,125,1,5.555669325858358,12.43732407591819,18.055669325858357,100.0
Offloaded Data,16,1,4.0609693251808885,12.59730007511819,16.730969325180887,100.0
Offloaded Data,17,1,4.361649437580101,13.24732407591819,17.6716494375801,100.0
Offloaded Data,8,1,4.224610172926041,13.15732407591819,17.44461017292604,100.0
Offloaded Data,109,1,1.726644239652551,13.037324075918189,14.82664423965255,100.0
Offloaded Data,53,1,2.82112253087477,15.762697465534622,18.651122530874773,100.0
Offloaded Data,15,1,2.899684284536795,15.76730007511819,18.739684284536796,100.0
Offloaded Data,100,1,4.530658664454644,16.41732407591819,21.010658664454645,100.0
Offloaded Data,131,1,4.17885680807584,16.74732407591819,20.988856808075838,100.0
Offloaded Data,42,1,5.017090526396927,16.83732407591819,21.917090526396926,100.0
Offloaded Data,44,1,5.310890850833313,16.33732407591819,21.710890850833312,100.0
Offloaded Data,56,1,3.127421110296372,16.34730007511819,19.54742111029637,100.0
Offloaded Data,27,1,5.336048030539037,17.20732407591819,22.606048030539036,100.0
Offloaded Data,88,1,4.840579215258604,16.852697465534625,21.760579215258602,100.0
Offloaded Data,29,1,4.415120389758139,16.60730007511819,21.095120389758137,100.0
Offloaded Data,23,1,2.5007143083425922,19.60730007511819,22.18071430834259,100.0
Offloaded Data,45,1,3.270318687715472,19.53730007511819,22.880318687715473,100.0
Offloaded Data,110,1,5.378439083533397,20.01732407591819,25.4584390835334,100.0
Offloaded Data,101,1,3.4587413421472295,20.212697465534625,23.73874134214723,100.0
Offloaded Data,52,1,4.158696474747236,20.83732407591819,25.058696474747236,100.0
Offloaded Data,114,1,3.702329476733572,20.20732407591819,23.97232947673357,100.0
Offloaded Data,116,1,6.298293415812757,20.26730007511819,26.638293415812758,100.0
Offloaded Data,47,1,4.4223257463391255,20.572697465534624,25.062325746339127,100.0
Offloaded Data,28,1,7.101963579835602,20.507300075118188,27.681963579835603,100.0
Offloaded Data,149,1,5.309314071646488,20.60730007511819,25.98931407164649,100.0
