Message Name,User ID,Sequence Number,UL Latency,Processing Time,Total Latency,Delay Budget
Offloaded Data,0,1,0.3903779543200134,5.617324075918189,6.070377954320013,100.0
Offloaded Data,21,1,0.5647476004980588,5.792697465534622,6.424747600498059,100.0
Offloaded Data,2,1,1.8008516201329652,5.612890649910818,7.520851620132965,100.0
Offloaded Data,23,1,1.2514326699505085,5.777300075118189,7.101432669950508,100.0
Offloaded Data,24,1,1.4509796872916814,5.29732407591819,6.810979687291682,100.0
Offloaded Data,5,1,0.8343212097532959,5.67730007511819,6.584321209753296,100.0
Offloaded Data,6,1,2.2722423767086255,5.527300075118189,7.872242376708625,100.0
Offloaded Data,27,1,1.6881073640857391,5.855053323258672,7.648107364085739,100.0
Offloaded Data,48,1,1.465966855822836,5.46640534234648,6.975966855822836,100.0
Offloaded Data,9,1,0.8645269801412842,5.52642934314648,6.424526980141284,100.0
Offloaded Data,10,1,1.365674045231353,5.777300075118189,7.215674045231353,100.0
Offloaded Data,11,1,1.9774691605164494,5.5973240759181895,7.637469160516449,100.0
Offloaded Data,32,1,1.731251240934333,5.5050533232586725,7.341251240934334,100.0
Offloaded Data,13,1,2.0079825632229324,5.87730007511819,7.957982563222933,100.0
Offloaded Data,14,1,2.1440115664178636,5.25730007511819,7.474011566417864,100.0
Offloaded Data,15,1,1.262419658350847,5.2726974655346215,6.602419658350847,100.0
Offloaded Data,36,1,0.6030085783263387,5.68642934314648,6.323008578326339,100.0
Offloaded Data,17,1,1.0348530073135145,5.83640534234648,6.914853007313514,100.0
Offloaded Data,38,1,1.959619369975879,5.88730007511819,7.919619369975879,100.0
Offloaded Data,39,1,1.3927773747331684,5.72640534234648,7.162777374733169,100.0
Offloaded Data,20,1,0.6295568270255391,9.579895568623517,10.299556827025539,100.0
Offloaded Data,1,1,0.8175442165337834,9.579336031519457,10.477544216533783,100.0
Offloaded Data,22,1,2.0583365971408023,9.222890649910818,11.388336597140801,100.0
Offloaded Data,3,1,2.404242191320284,9.412890649910818,11.924242191320284,100.0
Offloaded Data,44,1,1.5233257449905544,9.002866649110818,10.643325744990555,100.0
Offloaded Data,25,1,1.1202445649476955,9.385053323258672,10.610244564947696,100.0
Offloaded Data,26,1,2.5475476317117405,8.90730007511819,11.527547631711741,100.0
Offloaded Data,7,1,1.4558093996403119,9.772866649110819,11.345809399640313,100.0
Offloaded Data,28,1,0.8195587140939702,9.10732407591819,9.98955871409397,100.0
Offloaded Data,29,1,2.0685382346566987,9.032890649910819,11.2085382346567,100.0
Offloaded Data,30,1,1.5481279663668537,9.215053323258672,10.868127966366854,100.0
Offloaded Data,31,1,2.6861003331197204,9.42730007511819,12.18610033311972,100.0
Offloaded Data,12,1,1.2369077497323286,9.121996229034583,10.536907749732329,100.0
Offloaded Data,33,1,0.7732676550485774,9.502218719092433,10.413267655048578,100.0
Offloaded Data,34,1,0.24970378031987545,8.449179835610003,8.869703780319874,100.0
Offloaded Data,35,1,0.668332642740143,8.950265003321205,9.738332642740144,100.0
Offloaded Data,16,1,1.5733455666802687,8.818529756312559,10.583345566680268,100.0
Offloaded Data,37,1,0.756950357147284,9.505053323258672,10.366950357147283,100.0
Offloaded Data,18,1,0.5636125028559298,9.719336031519457,10.363612502855931,100.0
Offloaded Data,19,1,1.9892921540291801,9.617324075918189,11.66929215402918,100.0
Offloaded Data,40,1,0.4030839893430287,13.090265003321203,13.613083989343028,100.0
Offloaded Data,41,1,1.9017437680049665,13.152890649910818,15.161743768004966,100.0
Offloaded Data,42,1,1.6105957730611102,12.992866649110818,14.72059577306111,100.0
Offloaded Data,43,1,2.031604007306906,12.64852975631256,14.871604007306907,100.0
Offloaded Data,4,1,1.405133483254453,12.51852975631256,14.115133483254453,100.0
Offloaded Data,45,1,1.6724010407565733,13.081996229034582,14.932401040756574,100.0
Offloaded Data,46,1,1.809342988372859,12.305053323258672,14.219342988372858,100.0
Offloaded Data,47,1,0.9188693060764552,13.122218719092432,14.178869306076455,100.0
Offloaded Data,8,1,0.7988582450947224,12.971996229034582,13.948858245094723,100.0
Offloaded Data,49,1,1.8991987789297822,12.488529756312559,14.579198778929783,100.0
Offloaded Data,26,2,1.83775994664592,5.7064053423464784,7.58775994664592,100.0
Offloaded Data,10,2,1.9974853997071518,5.507300075118186,7.577485399707152,100.0
Offloaded Data,11,2,1.9504257581789537,5.717324075918188,7.730425758178954,100.0
Offloaded Data,32,2,1.7940833780849041,5.865053323258668,7.764083378084904,100.0
Offloaded Data,13,2,2.0499719135547827,5.847300075118186,7.969971913554783,100.0
Offloaded Data,14,2,2.237354110626155,5.227300075118186,7.537354110626155,100.0
Offloaded Data,15,2,2.0168156270690987,5.7364293431464795,7.786815627069098,100.0
Offloaded Data,36,2,0.926521313951986,5.74642934314648,6.706521313951987,100.0
Offloaded Data,17,2,0.9458834635895357,5.636405342346478,6.625883463589536,100.0
Offloaded Data,38,2,2.4420196997906487,5.217300075118186,7.732019699790649,100.0
Offloaded Data,19,2,1.7583659976593429,5.3573240759181875,7.178365997659343,100.0
Offloaded Data,0,2,0.394492553357057,6.727324075918188,7.184492553357057,100.0
Offloaded Data,21,2,0.27499302173884765,7.1726974655346165,7.514993021738848,100.0
Offloaded Data,2,2,1.6599860233600596,6.282890649910819,8.04998602336006,100.0
Offloaded Data,23,2,1.2597540228943795,6.547300075118186,7.87975402289438,100.0
Offloaded Data,24,2,1.4030578452631695,6.557324075918188,8.02305784526317,100.0
Offloaded Data,5,2,1.0629610384907162,6.527300075118186,7.662961038490716,100.0
Offloaded Data,27,2,1.4498429790232943,6.465053323258669,8.019842979023295,100.0
